video_id,label,label_name,num_frames,feature_dim,missing_joint_values_before_interpolation,missing_joint_ratio_before_interpolation,feature_min,feature_max,feature_mean,feature_std,input_csv,output_csv
Fall_Fall_f_raw_b_1_B_D_0027,1,Fall,360,30,0,0.0,-2.250539779663086,1.9652245044708252,0.12142807245254517,0.6645287275314331,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0027.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0027_processed.csv
Fall_Fall_f_raw_b_1_B_D_0028,1,Fall,360,30,0,0.0,-2.174076557159424,1.992006778717041,0.13578319549560547,0.6574050188064575,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0028.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0028_processed.csv
Fall_Fall_f_raw_b_1_B_D_0029,1,Fall,60,30,0,0.0,-1.9895447492599487,2.1422104835510254,0.16012495756149292,0.6878079175949097,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0029.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0029_processed.csv
Fall_Fall_f_raw_b_1_B_D_0030,1,Fall,60,30,0,0.0,-1.9863547086715698,1.8256076574325562,0.09944793581962585,0.6370502710342407,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0030.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0030_processed.csv
Fall_Fall_f_raw_b_1_B_D_0031,1,Fall,90,30,0,0.0,-1.9507681131362915,2.5032198429107666,0.11224855482578278,0.6574867963790894,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0031.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0031_processed.csv
Fall_Fall_f_raw_b_1_B_D_0032,1,Fall,90,30,0,0.0,-2.633230209350586,2.4764320850372314,-0.017200887203216553,0.8064263463020325,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0032.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0032_processed.csv
Fall_Fall_f_raw_b_1_B_D_0033,1,Fall,90,30,0,0.0,-2.633230209350586,2.4764320850372314,-0.017200887203216553,0.8064263463020325,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0033.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0033_processed.csv
Fall_Fall_f_raw_b_1_B_D_0034,1,Fall,60,30,0,0.0,-1.4517688751220703,3.3219497203826904,0.1461649090051651,0.6947998404502869,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0034.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0034_processed.csv
Fall_Fall_f_raw_b_1_B_D_0035,1,Fall,120,30,0,0.0,-3.538745641708374,3.246302604675293,-0.03497154638171196,0.8693819046020508,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0035.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0035_processed.csv
Fall_Fall_f_raw_b_1_B_D_0036,1,Fall,90,30,0,0.0,-1.4607170820236206,1.4321060180664062,0.03956707939505577,0.5122554302215576,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0036.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0036_processed.csv
Fall_Fall_f_raw_b_1_B_D_0037,1,Fall,90,30,0,0.0,-2.6623213291168213,2.337754726409912,-0.07854925096035004,0.8249475359916687,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0037.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0037_processed.csv
Fall_Fall_f_raw_b_1_B_D_0038,1,Fall,90,30,0,0.0,-3.1243765354156494,2.171841859817505,0.10657015442848206,0.6640990972518921,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0038.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0038_processed.csv
Fall_Fall_f_raw_b_1_B_D_0039,1,Fall,120,30,0,0.0,-1.8819233179092407,1.8374874591827393,0.17974980175495148,0.7331396341323853,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0039.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0039_processed.csv
Fall_Fall_f_raw_b_1_B_D_0040,1,Fall,120,30,0,0.0,-3.1718080043792725,3.659160614013672,0.20482967793941498,0.8300553560256958,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0040.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0040_processed.csv
Fall_Fall_f_raw_b_1_B_D_0041,1,Fall,120,30,0,0.0,-2.3564770221710205,3.0979011058807373,-0.01308508962392807,0.8618126511573792,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0041.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0041_processed.csv
Fall_Fall_f_raw_b_1_B_D_0042,1,Fall,90,30,0,0.0,-4.960890769958496,15.895448684692383,-0.01032410841435194,1.2750962972640991,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0042.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0042_processed.csv
Fall_Fall_f_raw_b_1_B_D_0043,1,Fall,90,30,0,0.0,-4.148998737335205,6.4656195640563965,-0.09035762399435043,0.9904248714447021,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0043.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0043_processed.csv
Fall_Fall_f_raw_b_1_B_D_0044,1,Fall,90,30,0,0.0,-4.807530879974365,9.510259628295898,-0.05841565132141113,1.1265531778335571,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0044.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0044_processed.csv
Fall_Fall_f_raw_b_1_B_D_0045,1,Fall,90,30,0,0.0,-1.9047917127609253,2.5380842685699463,-0.08590339124202728,0.7614455819129944,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0045.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0045_processed.csv
Fall_Fall_f_raw_b_1_B_D_0046,1,Fall,90,30,0,0.0,-1.9204347133636475,2.8033647537231445,-0.07385922968387604,0.7626741528511047,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0046.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0046_processed.csv
Fall_Fall_f_raw_b_1_B_D_0048,1,Fall,360,30,0,0.0,-11.855713844299316,9.556402206420898,-0.02251182310283184,1.3684637546539307,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0048.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0048_processed.csv
Fall_Fall_f_raw_b_1_B_D_0049,1,Fall,120,30,0,0.0,-7.201908111572266,27.160600662231445,-0.019106173887848854,1.5016591548919678,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0049.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0049_processed.csv
Fall_Fall_f_raw_b_1_B_D_0050,1,Fall,120,30,0,0.0,-1.8905231952667236,2.950147867202759,-0.03588053211569786,0.8129352331161499,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0050.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0050_processed.csv
Fall_Fall_f_raw_b_1_B_D_0051,1,Fall,60,30,0,0.0,-1.564385175704956,2.134929895401001,-0.015064612030982971,0.7670472860336304,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0051.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0051_processed.csv
Fall_Fall_f_raw_b_1_B_D_0052,1,Fall,90,30,0,0.0,-1.5578664541244507,3.2130472660064697,-0.06704897433519363,0.7913187742233276,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_b_1_B_D_0052.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0052_processed.csv
