epoch,model_name,learning_rate,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1,val_fall_recall,val_fall_f1,val_specificity,val_tn,val_fp,val_fn,val_tp
44,lstm,0.0001,0.05394704489132469,0.9802300503235083,0.2984745975430712,0.917866751068207,0.9141783091654055,0.9389376829778335,0.896386504292274,0.905040733197556,3555,373,146,2245
45,lstm,0.0001,0.04645246315372178,0.9821300195131971,0.303607487144306,0.916284222187055,0.9123546582931295,0.93099121706399,0.8937964264203975,0.9073319755600815,3564,364,165,2226
46,lstm,0.0001,0.05067962732809188,0.981462462770874,0.3154637660418177,0.9170754866276309,0.913016619111337,0.9263906315349226,0.8942268873637464,0.9114052953156823,3580,348,176,2215
47,lstm,5e-05,0.048168724203347696,0.98274622573688,0.3501883368485779,0.9120113942079443,0.9080030374443572,0.9293182768716018,0.8888,0.9014765784114053,3541,387,169,2222
48,lstm,5e-05,0.031940929443497294,0.9889082879737086,0.30279686870860434,0.9207153030542807,0.9170053688746834,0.9372647427854455,0.8994581577363034,0.9106415478615071,3577,351,150,2241
49,lstm,5e-05,0.027069001667384397,0.9901407004210743,0.3042032732344202,0.9254628896977369,0.9214039471406542,0.9226265161020494,0.9035429039524883,0.9271894093686355,3642,286,185,2206
50,lstm,5e-05,0.026487041941289265,0.9907569066447571,0.31246931197412553,0.9222978319354328,0.9184299717231277,0.93099121706399,0.9006676107626947,0.9170061099796334,3602,326,165,2226
51,lstm,5e-05,0.02301273871026876,0.9915271644243607,0.3272807688901703,0.921664820382972,0.9173361396205407,0.9155165202843998,0.8984198645598194,0.9254073319755601,3635,293,202,2189
52,lstm,5e-05,0.023797602407941095,0.9908596076820376,0.359193594125338,0.9196075328374743,0.9157208122008662,0.931409452112087,0.8976219266424829,0.9124236252545825,3584,344,164,2227
53,lstm,5e-05,0.024587082981293473,0.9908596076820376,0.33288644444127374,0.9222978319354328,0.9183468424543291,0.9280635717273108,0.9003854737269223,0.9187881873727087,3609,319,172,2219
54,lstm,5e-05,0.021607164377004214,0.9919893190921228,0.3647978597511921,0.916284222187055,0.9121803245891996,0.9251359263906316,0.893196042802342,0.9108961303462322,3578,350,179,2212
55,lstm,2.5e-05,0.022593050679889985,0.991578514943001,0.36656209521516236,0.917866751068207,0.9134855718011947,0.9155165202843998,0.8940167449458852,0.9192973523421588,3611,317,202,2189
56,lstm,2.5e-05,0.01617301035545167,0.9940433398377324,0.36027048780440674,0.920873555942396,0.9169886754634762,0.93099121706399,0.8990306946688207,0.914714867617108,3593,335,165,2226
57,lstm,2.5e-05,0.013238798298869654,0.9955838553969395,0.36276248959100005,0.9218230732710871,0.9179137438295661,0.9297365119196989,0.9,0.9170061099796334,3602,326,168,2223
58,lstm,2.5e-05,0.014054036886418174,0.9947622470986957,0.3548820122043767,0.9256211425858522,0.9214326680613358,0.918025930572982,0.9032921810699589,0.9302443991853361,3654,274,196,2195
59,lstm,2.5e-05,0.013287956425233019,0.99568655643422,0.3708394288533595,0.9227725905997785,0.9187801182923256,0.9263906315349226,0.9007726718178121,0.9205702647657841,3616,312,176,2215
60,lstm,2.5e-05,0.012912515027586651,0.9955325048782993,0.3768081228182694,0.9215065674948568,0.9174242333227315,0.9238812212463404,0.899063899063899,0.920061099796334,3614,314,182,2209
61,lstm,1.25e-05,0.012939120465943255,0.9952757522850981,0.39004771800663074,0.9210318088305112,0.9172901962507304,0.9360100376411543,0.8996984924623116,0.9119144602851323,3582,346,153,2238
62,lstm,1.25e-05,0.009342392212358813,0.996764917325665,0.3949314926510827,0.9218230732710871,0.9177815131893625,0.9251359263906316,0.8995526636844245,0.919806517311609,3613,315,179,2212
63,lstm,1.25e-05,0.008644244382109142,0.9970730204375065,0.4099749522620009,0.9189745212850134,0.9151054474998137,0.9322459222082811,0.8969818913480885,0.9108961303462322,3578,350,162,2229
64,lstm,1.25e-05,0.00887803925486136,0.9973297730307076,0.39860410302841254,0.9221395790473176,0.9181984777558234,0.9284818067754078,0.9002433090024331,0.9182790224032586,3607,321,171,2220
65,lstm,1.25e-05,0.00891239357649472,0.9974324740679881,0.4029985578274148,0.9215065674948568,0.9176527660597684,0.931827687160184,0.8998384491114702,0.915224032586558,3595,333,163,2228
66,lstm,1.25e-05,0.009201767912833331,0.9968162678443052,0.4057875749996108,0.9202405443899351,0.9162155404611905,0.9263906315349226,0.8978516416700446,0.9164969450101833,3600,328,176,2215
67,lstm,6.25e-06,0.008245985532619264,0.9975351751052686,0.42752545367292955,0.9188162683968982,0.9144857386011809,0.9167712254286909,0.8952419848887073,0.920061099796334,3614,314,199,2192
68,lstm,6.25e-06,0.00785606470516719,0.9973297730307076,0.41404675058068346,0.9184997626206678,0.9144921912904391,0.9276453366792137,0.8959806099777823,0.9129327902240326,3586,342,173,2218
69,lstm,6.25e-06,0.007653152205734256,0.9974838245866283,0.4270800522543896,0.9170754866276309,0.9131157314255907,0.9297365119196989,0.8945674044265594,0.9093686354378818,3572,356,168,2223
70,lstm,6.25e-06,0.008096635798601625,0.9975351751052686,0.41311507606922304,0.9226143377116632,0.9186675323554792,0.9280635717273108,0.9007509640755024,0.9192973523421588,3611,317,172,2219
71,lstm,6.25e-06,0.007687167504782403,0.9973811235493478,0.42658873882693854,0.9181832568444374,0.9143308017187004,0.9330823923044751,0.8961638883309901,0.9091140529531568,3571,357,160,2231
72,lstm,6.25e-06,0.007559492147841455,0.9975351751052686,0.4177507031203482,0.9200822915018199,0.9162125514272494,0.931827687160184,0.898206006853457,0.9129327902240326,3586,342,163,2228
73,lstm,3.125e-06,0.007295708280906354,0.9978432782171099,0.42205833412411276,0.9207153030542807,0.9168998839655511,0.9335006273525721,0.8990936555891239,0.9129327902240326,3586,342,159,2232
