dataset,scene,scenario,camera,video_id,sequence_key,video_path,label,label_name,segment_id,segment_start_frame,segment_end_frame,start_frame,end_frame,sequence_length,valid_frame_count,aligned_frame_count,mean_confidence,min_confidence,std_confidence,missing_joint_ratio,low_conf_01_ratio,low_conf_02_ratio,low_conf_03_ratio,low_conf_05_ratio,mean_bbox_conf,min_bbox_conf,multi_person_ratio,bbox_aspect_mean,bbox_aspect_change,bbox_area_mean,bbox_area_change,bbox_center_velocity_mean,bbox_center_velocity_std,temporal_jitter,velocity_mean,velocity_std,bone_length_mean,bone_length_std,bone_length_cv,3d_velocity_mean,3d_velocity_std,3d_bone_length_mean,3d_bone_length_std,3d_bone_length_cv,3d_z_mean,3d_z_std,3d_z_velocity_mean,3d_z_velocity_std,3d_z_instability,path_2d_conf,path_3d
Le2i,Coffee_room_01,,,le2i__Coffee_room_01_Videos_video_10,le2i__le2i_Coffee_room_01_Videos_video_10__segfall_0__s000046_e000105,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (10).avi,1,Fall,fall_0,1,361,46,105,60,60,60,0.7066683769226074,0.0007787462091073394,0.3683374226093292,0.23235294222831726,0.11862745136022568,0.1774509847164154,0.23235294222831726,0.31568628549575806,0.8993633389472961,0.8586567640304565,0.0,0.3325251638889313,0.0487661249935627,5287.974609375,1201.0264892578125,0.010351846925914288,0.007903256453573704,0.010784028097987175,0.010295570828020573,0.011403176002204418,0.1813407689332962,0.06726262718439102,0.3709163508222562,0.07417105883359909,0.07034853845834732,2.227520704269409,1.0640028715133667,0.4776621792164949,6.544823794030208e-09,1.0,0.031509652733802795,0.04300135746598244,0.04300135746598244,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_10_2d_confidence.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\normalized_3d\Le2i\le2i_Coffee_room_01_Videos_video_10_normalized_3d.csv
Le2i,Coffee_room_01,,,le2i__Coffee_room_01_Videos_video_10,le2i__le2i_Coffee_room_01_Videos_video_10__segfall_0__s000061_e000120,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (10).avi,1,Fall,fall_0,1,361,61,120,60,60,60,0.666627824306488,0.0004042529035359621,0.3961624503135681,0.29901960492134094,0.1509803980588913,0.2137254923582077,0.29901960492134094,0.37156862020492554,0.8921364545822144,0.8586567640304565,0.0,0.3122062087059021,0.028350111097097397,4419.5439453125,778.2913208007812,0.006807326804846525,0.005633302964270115,0.008435371331870556,0.007719462271779776,0.00625797500833869,0.18567878007888794,0.07072814553976059,0.38091463437597256,0.0750952735543251,0.0639028325676918,2.221147298812866,1.0340712070465088,0.46555703083814226,6.3110801029608865e-09,1.0,0.0424889512360096,0.0630253329873085,0.0630253329873085,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_10_2d_confidence.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\normalized_3d\Le2i\le2i_Coffee_room_01_Videos_video_10_normalized_3d.csv
Le2i,Coffee_room_01,,,le2i__Coffee_room_01_Videos_video_10,le2i__le2i_Coffee_room_01_Videos_video_10__segfall_0__s000076_e000135,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (10).avi,1,Fall,fall_0,1,361,76,135,60,60,60,0.6363354325294495,0.0004042529035359621,0.4098467528820038,0.34117648005485535,0.19509804248809814,0.23725490272045135,0.34117648005485535,0.39803922176361084,0.891339123249054,0.8730245232582092,0.0,0.3056527078151703,0.021919626742601395,3933.5146484375,511.3659973144531,0.004673328250646591,0.004414407070726156,0.0058856927789747715,0.0057762316428124905,0.0052352175116539,0.1882084757089615,0.07534263283014297,0.4003126439109228,0.07278957962989807,0.061180390417575836,2.157012701034546,0.9083951115608215,0.4211355315569565,3.7398995011983516e-09,1.0,0.049642082303762436,0.07180289179086685,0.07180289179086685,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_10_2d_confidence.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\normalized_3d\Le2i\le2i_Coffee_room_01_Videos_video_10_normalized_3d.csv
Le2i,Coffee_room_01,,,le2i__Coffee_room_01_Videos_video_10,le2i__le2i_Coffee_room_01_Videos_video_10__segfall_0__s000091_e000150,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (10).avi,1,Fall,fall_0,1,361,91,150,60,60,60,0.6477088928222656,0.0004042529035359621,0.4049760103225708,0.32058823108673096,0.1931372582912445,0.22745098173618317,0.32058823108673096,0.3745098114013672,0.8974651098251343,0.8788619637489319,0.0,0.32420405745506287,0.039415765553712845,3916.097412109375,598.9776611328125,0.003772144904360175,0.003405872732400894,0.005946911871433258,0.006412757094949484,0.005816433113068342,0.18652021884918213,0.08046770095825195,0.43141311993739845,0.07421839982271194,0.058541323989629745,2.0883522033691406,0.8344807028770447,0.3995879152677702,-2.103693441668497e-09,1.0,0.054111044853925705,0.07738310098648071,0.07738310098648071,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_10_2d_confidence.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\normalized_3d\Le2i\le2i_Coffee_room_01_Videos_video_10_normalized_3d.csv
Le2i,Coffee_room_01,,,le2i__Coffee_room_01_Videos_video_10,le2i__le2i_Coffee_room_01_Videos_video_10__segfall_0__s000106_e000165,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (10).avi,1,Fall,fall_0,1,361,106,165,60,60,60,0.7144902348518372,0.0004042529035359621,0.3850352168083191,0.2568627595901489,0.15000000596046448,0.17352941632270813,0.2568627595901489,0.30000001192092896,0.9035928845405579,0.8788619637489319,0.0,0.34310829639434814,0.05397547408938408,4303.4423828125,1059.78857421875,0.004982572048902512,0.0051647634245455265,0.00631907070055604,0.006797548849135637,0.0059890481643378735,0.18202552199363708,0.0793122872710228,0.43571830303825304,0.08857716619968414,0.06831855326890945,2.045144557952881,0.7695083022117615,0.3762608970395302,-5.14236164761428e-09,1.0,0.06846015900373459,0.09451847523450851,0.09451847523450851,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_10_2d_confidence.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\normalized_3d\Le2i\le2i_Coffee_room_01_Videos_video_10_normalized_3d.csv
Le2i,Coffee_room_01,,,le2i__Coffee_room_01_Videos_video_10,le2i__le2i_Coffee_room_01_Videos_video_10__segfall_0__s000121_e000180,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (10).avi,1,Fall,fall_0,1,361,121,180,60,60,60,0.7899830937385559,0.0010686080204322934,0.3399646282196045,0.17549020051956177,0.09705882519483566,0.12156862765550613,0.17549020051956177,0.21078431606292725,0.9106138944625854,0.8788619637489319,0.0,0.3476932942867279,0.051873452961444855,4765.92724609375,1005.9102172851562,0.005133896600455046,0.004747660364955664,0.0070024821907281876,0.007482865359634161,0.006004612427204847,0.17831586301326752,0.07283822447061539,0.408476367516604,0.08304168283939362,0.06415528059005737,2.058424234390259,0.7922925353050232,0.3849022651239086,-1.5193341029728913e-09,1.0,0.05806447193026543,0.08243159204721451,0.08243159204721451,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_10_2d_confidence.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\normalized_3d\Le2i\le2i_Coffee_room_01_Videos_video_10_normalized_3d.csv
Le2i,Coffee_room_01,,,le2i__Coffee_room_01_Videos_video_10,le2i__le2i_Coffee_room_01_Videos_video_10__segfall_0__s000136_e000195,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (10).avi,1,Fall,fall_0,1,361,136,195,60,60,60,0.8392297029495239,0.0026118336245417595,0.29517483711242676,0.12450980395078659,0.052941177040338516,0.08529412001371384,0.12450980395078659,0.1568627506494522,0.9138280153274536,0.8889024257659912,0.0,0.349012553691864,0.051059331744909286,5178.52001953125,683.1946411132812,0.005917645525187254,0.0041704983450472355,0.008260763250291348,0.008662264794111252,0.006090951152145863,0.17527960240840912,0.06805215030908585,0.3882468988241053,0.0787099301815033,0.06294448673725128,2.1016669273376465,0.8480128645896912,0.40349517331405343,-3.1555400514804433e-09,1.0,0.05234237760305405,0.07627670466899872,0.07627670466899872,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_10_2d_confidence.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\normalized_3d\Le2i\le2i_Coffee_room_01_Videos_video_10_normalized_3d.csv
Le2i,Coffee_room_01,,,le2i__Coffee_room_01_Videos_video_10,le2i__le2i_Coffee_room_01_Videos_video_10__segfall_0__s000151_e000210,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (10).avi,1,Fall,fall_0,1,361,151,210,60,60,60,0.8826912641525269,0.011335588991641998,0.24383622407913208,0.07647059112787247,0.029411764815449715,0.0470588244497776,0.07647059112787247,0.1039215698838234,0.9101645350456238,0.7155498266220093,0.0,0.35758793354034424,0.07001981884241104,5767.22216796875,945.1817016601562,0.008974160999059677,0.007663228083401918,0.00975883286446333,0.010393061675131321,0.00829432811588049,0.1743418425321579,0.061699867248535156,0.3538996287567956,0.07516006380319595,0.05994526296854019,2.1210718154907227,0.8796970844268799,0.4147415769992586,-4.441130574406316e-09,1.0,0.047840580344200134,0.0714222863316536,0.0714222863316536,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_10_2d_confidence.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\normalized_3d\Le2i\le2i_Coffee_room_01_Videos_video_10_normalized_3d.csv
Le2i,Coffee_room_01,,,le2i__Coffee_room_01_Videos_video_10,le2i__le2i_Coffee_room_01_Videos_video_10__segfall_0__s000166_e000225,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (10).avi,1,Fall,fall_0,1,361,166,225,60,60,60,0.866020917892456,0.011335588991641998,0.2439897507429123,0.07450980693101883,0.026470588520169258,0.04117647185921669,0.07450980693101883,0.11078431457281113,0.9023281335830688,0.7155498266220093,0.0,0.5961506366729736,0.5204863548278809,6335.9853515625,1511.9588623046875,0.01584896259009838,0.018398890271782875,0.0190963763743639,0.01818053610622883,0.021052274852991104,0.17541775107383728,0.06002238392829895,0.34216629385894054,0.07285025715827942,0.06417695432901382,2.1731889247894287,0.9693893790245056,0.44606749183159156,-2.3374371882489697e-10,1.0,0.04126104712486267,0.0640001893043518,0.0640001893043518,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_10_2d_confidence.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\normalized_3d\Le2i\le2i_Coffee_room_01_Videos_video_10_normalized_3d.csv
Le2i,Coffee_room_01,,,le2i__Coffee_room_01_Videos_video_10,le2i__le2i_Coffee_room_01_Videos_video_10__segfall_0__s000181_e000240,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (10).avi,1,Fall,fall_0,1,361,181,240,60,60,60,0.8412436246871948,0.011335588991641998,0.25099197030067444,0.07450980693101883,0.01764705963432789,0.029411764815449715,0.07450980693101883,0.13921569287776947,0.8991622924804688,0.7155498266220093,0.0,0.9385840892791748,0.6786054372787476,6700.44384765625,1476.689697265625,0.01821998879313469,0.017447013407945633,0.02264760620892048,0.020973339676856995,0.020621057599782944,0.17283529043197632,0.06177959591150284,0.35744574103676224,0.09065642207860947,0.09595228731632233,2.184116840362549,1.0700275897979736,0.48991293877273406,-1.4024622574382306e-09,1.0,0.05386177450418472,0.09336154162883759,0.09336154162883759,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_10_2d_confidence.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\normalized_3d\Le2i\le2i_Coffee_room_01_Videos_video_10_normalized_3d.csv
