video_key,path_2d,path_3d,label,binary_name,action_label,action_name,stratify_key,split
fall_f_raw_b_1_b_d_0172,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0172.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_1_B_D_0172.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_1_b_d_0195,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0195.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_1_B_D_0195.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_1_b_d_0201,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0201.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_1_B_D_0201.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_1_b_d_0204,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0204.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_1_B_D_0204.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_1_b_d_0205,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0205.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_1_B_D_0205.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_1_b_d_0212,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0212.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_1_B_D_0212.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_1_b_d_0215,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0215.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_1_B_D_0215.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_1_b_d_0216,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0216.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_1_B_D_0216.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_1_b_d_0217,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0217.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_1_B_D_0217.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_1_b_d_0221,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0221.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_1_B_D_0221.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_1_b_d_0244,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0244.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_1_B_D_0244.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_177_resized_anonymized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_177_resized_anonymized.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_177_resized_anonymized.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_179_resized_anonymized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_179_resized_anonymized.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_179_resized_anonymized.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_187,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_187.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_187.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_195_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_195_resized.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_195_resized.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_201_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_201_resized.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_201_resized.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_226,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_226.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_226.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_234,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_234.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_234.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_260_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_260_resized.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_260_resized.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_273_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_273_resized.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_273_resized.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_281_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_281_resized.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_281_resized.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_335_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_335_resized.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_335_resized.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_356,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_356.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_356.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_357,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_357.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_357.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_369,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_369.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_369.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_370,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_370.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_370.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_374,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_374.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_374.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_375_anonymized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_375_anonymized.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_375_anonymized.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_376,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_376.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_376.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_377_anonymized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_377_anonymized.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_377_anonymized.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_385_anonymized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_385_anonymized.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_385_anonymized.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_414,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_414.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_414.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_417,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_417.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_417.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_421,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_421.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_421.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_428,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_428.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_428.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_431,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_431.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_431.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_437,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_437.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_437.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_450,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_450.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_450.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_451,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_451.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_451.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_455,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_455.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_455.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_465_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_465_resized.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_465_resized.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_475_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_475_resized.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_475_resized.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_487,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_487.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_487.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_500,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_500.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_500.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_503,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_503.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_503.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_509_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_509_resized.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_509_resized.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_522,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_522.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_522.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_525,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_525.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_525.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_526,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_526.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_526.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_532,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_532.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_532.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_2_b_n_537,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_2_B_N_537.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_2_B_N_537.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_3_b_n_03,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_3_B_N_03.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_3_B_N_03.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_3_b_n_09,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_3_B_N_09.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_3_B_N_09.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_3_b_n_112,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_3_B_N_112.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_3_B_N_112.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_3_b_n_118_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_3_B_N_118_resized.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_3_B_N_118_resized.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_3_b_n_12,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_3_B_N_12.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_3_B_N_12.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_3_b_n_138_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_3_B_N_138_resized.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_3_B_N_138_resized.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_3_b_n_139_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_3_B_N_139_resized.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_3_B_N_139_resized.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_3_b_n_14,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_3_B_N_14.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_3_B_N_14.csv,1,Fall,0,Fall,Fall,test
fall_f_raw_b_3_b_n_143_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_3_B_N_143_resized.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\4_normalized_3d\Fall_f_raw_b_3_B_N_143_resized.csv,1,Fall,0,Fall,Fall,test
