input_csv,video_id,label,label_name,num_frames,hip_valid_frames,angle_valid_frames,bbox_valid_frames,all_rule_features_valid_frames,hip_descent_velocity_max,hip_descent_velocity_mean,hip_descent_velocity_std,body_angle_min,body_angle_mean,width_height_ratio_max,width_height_ratio_mean,default_angle_lt_45_frames,default_ratio_gt_1_frames,output_csv,split
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0017.csv,Fall_Fall_f_raw_b_1_B_D_0017,1,Fall,360,360,360,360,360,51.69720458984375,1.76458740234375,12.733922958374023,52.6771125793457,72.2459716796875,1.308010220527649,0.8272339105606079,0,136,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0017_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0018.csv,Fall_Fall_f_raw_b_1_B_D_0018,1,Fall,360,360,360,360,360,51.69720458984375,1.76458740234375,12.733922958374023,52.6771125793457,72.2459716796875,1.308010220527649,0.8272339105606079,0,136,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0018_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0019.csv,Fall_Fall_f_raw_b_1_B_D_0019,1,Fall,90,90,90,90,90,68.7608642578125,6.348209857940674,25.12066078186035,43.8908576965332,71.02070617675781,1.678088665008545,0.964463710784912,4,38,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0019_rule_features.csv,test
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0020.csv,Fall_Fall_f_raw_b_1_B_D_0020,1,Fall,90,90,90,90,90,68.7608642578125,6.348209857940674,25.12066078186035,43.8908576965332,71.02070617675781,1.678088665008545,0.964463710784912,4,38,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0020_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0021.csv,Fall_Fall_f_raw_b_1_B_D_0021,1,Fall,240,240,240,240,240,109.53955078125,5.880510330200195,29.34113121032715,0.9767115116119384,25.62212181091309,2.037522315979004,1.14797842502594,192,137,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0021_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0022.csv,Fall_Fall_f_raw_b_1_B_D_0022,1,Fall,240,240,240,240,240,84.306640625,5.754973411560059,29.53567886352539,0.1080344691872596,27.41862297058105,2.367985486984253,1.4634368419647217,201,200,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0022_rule_features.csv,val
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0023.csv,Fall_Fall_f_raw_b_1_B_D_0023,1,Fall,360,360,360,360,360,64.66314697265625,6.7178955078125,12.527880668640137,0.0008066383888944,5.868084907531738,6.149894237518311,2.791834592819214,360,360,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0023_rule_features.csv,val
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0024.csv,Fall_Fall_f_raw_b_1_B_D_0024,1,Fall,120,120,120,120,120,21.0048828125,3.8911640644073486,6.957099437713623,0.0248241759836673,4.285058498382568,5.203378677368164,3.061100721359253,120,120,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0024_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0025.csv,Fall_Fall_f_raw_b_1_B_D_0025,1,Fall,240,240,240,240,240,66.74700927734375,7.925558567047119,16.100692749023438,0.0017223508330062,10.370542526245115,3.722270011901856,1.953178882598877,240,240,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0025_rule_features.csv,val
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0026.csv,Fall_Fall_f_raw_b_1_B_D_0026,1,Fall,240,240,240,240,240,66.74700927734375,7.925558567047119,16.100692749023438,0.0017223508330062,10.370542526245115,3.722270011901856,1.953178882598877,240,240,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0026_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0027.csv,Fall_Fall_f_raw_b_1_B_D_0027,1,Fall,360,360,360,360,360,92.5672607421875,5.091550827026367,14.519786834716797,0.1464586555957794,6.536346912384033,6.687003612518311,3.0168495178222656,360,360,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0027_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0028.csv,Fall_Fall_f_raw_b_1_B_D_0028,1,Fall,360,360,360,360,360,92.04144287109376,5.699684143066406,13.876399040222168,0.7071213722229004,5.431143760681152,4.02008056640625,2.5008769035339355,360,360,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0028_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0029.csv,Fall_Fall_f_raw_b_1_B_D_0029,1,Fall,60,60,60,60,60,127.1273193359375,23.30775260925293,46.89645004272461,0.7644006609916687,13.480981826782228,3.7579562664031982,1.9988802671432493,60,60,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0029_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0030.csv,Fall_Fall_f_raw_b_1_B_D_0030,1,Fall,60,60,60,60,60,129.1915283203125,29.608232498168945,43.13175201416016,0.1157161518931388,8.010621070861816,4.290344715118408,2.4259684085845947,60,60,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0030_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0031.csv,Fall_Fall_f_raw_b_1_B_D_0031,1,Fall,90,90,90,90,90,134.5167236328125,15.112963676452637,43.69948959350586,1.849747896194458,15.767495155334473,5.607538223266602,2.359168767929077,83,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0031_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0032.csv,Fall_Fall_f_raw_b_1_B_D_0032,1,Fall,90,90,90,90,90,91.146728515625,13.17251205444336,27.55472183227539,27.44888687133789,51.6416130065918,2.1321723461151123,1.0614211559295654,28,36,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0032_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0033.csv,Fall_Fall_f_raw_b_1_B_D_0033,1,Fall,90,90,90,90,90,91.146728515625,13.17251205444336,27.55472183227539,27.44888687133789,51.6416130065918,2.1321723461151123,1.0614211559295654,28,36,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0033_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0034.csv,Fall_Fall_f_raw_b_1_B_D_0034,1,Fall,60,60,60,60,60,126.24493408203124,32.00016403198242,51.07428741455078,4.062927722930908,28.596824645996094,3.781228542327881,1.3845845460891724,41,43,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0034_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0035.csv,Fall_Fall_f_raw_b_1_B_D_0035,1,Fall,120,120,120,120,120,76.1044921875,9.390460968017578,21.447511672973636,32.49214172363281,55.20319747924805,1.8690139055252075,0.9692322015762328,18,51,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0035_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0036.csv,Fall_Fall_f_raw_b_1_B_D_0036,1,Fall,90,90,90,90,90,45.04388427734375,1.130777359008789,12.905169486999512,0.121809110045433,11.20617389678955,3.119333267211914,1.9347503185272217,84,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0036_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0037.csv,Fall_Fall_f_raw_b_1_B_D_0037,1,Fall,90,90,90,90,90,112.99468994140624,13.510234832763672,30.209875106811523,35.24543762207031,47.32167053222656,1.871716380119324,1.2139794826507568,53,48,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0037_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0038.csv,Fall_Fall_f_raw_b_1_B_D_0038,1,Fall,90,90,90,90,90,175.998291015625,19.78459930419922,48.86982345581055,0.2031559348106384,19.046947479248047,3.111061811447144,1.609813570976257,85,89,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0038_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0039.csv,Fall_Fall_f_raw_b_1_B_D_0039,1,Fall,120,120,120,120,120,130.7894287109375,10.822538375854492,26.3923454284668,18.16212272644043,29.614192962646484,2.1012301445007324,1.639923095703125,107,120,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0039_rule_features.csv,val
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0040.csv,Fall_Fall_f_raw_b_1_B_D_0040,1,Fall,120,120,120,120,120,191.58297729492188,12.857755661010742,48.9248161315918,0.096364639699459,13.161564826965332,5.696568489074707,2.245114326477051,118,95,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0040_rule_features.csv,test
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0041.csv,Fall_Fall_f_raw_b_1_B_D_0041,1,Fall,120,120,120,120,120,55.8056640625,8.094564437866211,17.808252334594727,27.980173110961918,44.0943603515625,2.436091899871826,1.4205318689346311,56,85,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0041_rule_features.csv,val
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0042.csv,Fall_Fall_f_raw_b_1_B_D_0042,1,Fall,90,90,90,90,90,71.80218505859375,7.951119422912598,24.56562614440918,41.91994857788086,73.97666931152344,1.8677217960357664,0.8387315273284912,2,35,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0042_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0043.csv,Fall_Fall_f_raw_b_1_B_D_0043,1,Fall,90,90,90,90,90,87.605224609375,7.39453125,26.31309700012207,47.1534309387207,75.04523468017578,1.5540717840194702,0.894336462020874,0,28,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0043_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0044.csv,Fall_Fall_f_raw_b_1_B_D_0044,1,Fall,90,90,90,90,90,95.9710693359375,7.1039347648620605,31.92786407470703,32.8414306640625,62.70541000366211,2.3489632606506348,1.0263686180114746,16,33,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0044_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_b_1_B_D_0045.csv,Fall_Fall_f_raw_b_1_B_D_0045,1,Fall,90,90,90,90,90,90.5223388671875,7.650304317474365,23.09105491638184,35.31240463256836,58.14252853393555,1.6352314949035645,1.024985671043396,31,35,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_b_1_B_D_0045_rule_features.csv,train
