video_id,label,label_name,num_frames,output_csv,all_rule_features_valid_frames,split
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0058,0,Not_Fall,120,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0058_rule_features.csv,120,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0075,0,Not_Fall,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0075_rule_features.csv,90,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0076,0,Not_Fall,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0076_rule_features.csv,90,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0080,0,Not_Fall,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0080_rule_features.csv,90,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0091_resized,0,Not_Fall,96,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0091_resized_rule_features.csv,96,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0095_resized,0,Not_Fall,96,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0095_resized_rule_features.csv,96,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0098_resized,0,Not_Fall,96,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0098_resized_rule_features.csv,96,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0099_resized,0,Not_Fall,96,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0099_resized_rule_features.csv,96,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0105_resized,0,Not_Fall,120,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0105_resized_rule_features.csv,120,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0122_resized,0,Not_Fall,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0122_resized_rule_features.csv,90,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0152_resized,0,Not_Fall,120,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0152_resized_rule_features.csv,120,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0160_resized,0,Not_Fall,121,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0160_resized_rule_features.csv,121,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0167_resized,0,Not_Fall,480,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0167_resized_rule_features.csv,480,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0168_resized,0,Not_Fall,480,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0168_resized_rule_features.csv,480,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0180,0,Not_Fall,240,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0180_rule_features.csv,240,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0189,0,Not_Fall,80,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0189_rule_features.csv,80,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0194,0,Not_Fall,45,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0194_rule_features.csv,45,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0218,0,Not_Fall,150,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0218_rule_features.csv,150,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0252_resized,0,Not_Fall,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0252_resized_rule_features.csv,90,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0259_resized,0,Not_Fall,30,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0259_resized_rule_features.csv,30,test
Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0263_resized,0,Not_Fall,60,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_1_C_D_0263_resized_rule_features.csv,60,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_06_resized,0,Not_Fall,120,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_06_resized_rule_features.csv,120,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_103_resized,0,Not_Fall,72,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_103_resized_rule_features.csv,72,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_125_resized,0,Not_Fall,300,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_125_resized_rule_features.csv,300,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_14,0,Not_Fall,60,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_14_rule_features.csv,60,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_166,0,Not_Fall,150,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_166_rule_features.csv,150,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_173,0,Not_Fall,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_173_rule_features.csv,90,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_174,0,Not_Fall,120,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_174_rule_features.csv,120,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_190_resized,0,Not_Fall,120,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_190_resized_rule_features.csv,120,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_191_resized,0,Not_Fall,150,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_191_resized_rule_features.csv,150,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_204,0,Not_Fall,120,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_204_rule_features.csv,120,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_207_resized,0,Not_Fall,60,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_207_resized_rule_features.csv,60,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_208_resized,0,Not_Fall,60,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_208_resized_rule_features.csv,60,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_211,0,Not_Fall,30,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_211_rule_features.csv,30,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_212,0,Not_Fall,60,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_212_rule_features.csv,60,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_221,0,Not_Fall,26,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_221_rule_features.csv,26,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_228,0,Not_Fall,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_228_rule_features.csv,90,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_230,0,Not_Fall,120,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_230_rule_features.csv,120,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_30_resized,0,Not_Fall,121,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_30_resized_rule_features.csv,121,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_42,0,Not_Fall,120,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_42_rule_features.csv,120,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_47,0,Not_Fall,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_47_rule_features.csv,90,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_64,0,Not_Fall,30,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_64_rule_features.csv,30,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_67,0,Not_Fall,60,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_67_rule_features.csv,60,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_78,0,Not_Fall,30,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_78_rule_features.csv,30,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_85,0,Not_Fall,240,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_85_rule_features.csv,240,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_86,0,Not_Fall,240,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_86_rule_features.csv,240,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_89,0,Not_Fall,120,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_89_rule_features.csv,120,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_90,0,Not_Fall,120,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_90_rule_features.csv,120,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_01,0,Not_Fall,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_01_rule_features.csv,90,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_02,0,Not_Fall,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_02_rule_features.csv,90,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_06,0,Not_Fall,60,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_06_rule_features.csv,60,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_07,0,Not_Fall,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_07_rule_features.csv,90,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_109_resized,0,Not_Fall,210,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_109_resized_rule_features.csv,210,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_112,0,Not_Fall,300,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_112_rule_features.csv,300,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_113_resized,0,Not_Fall,180,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_113_resized_rule_features.csv,180,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_12,0,Not_Fall,60,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_12_rule_features.csv,60,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_121_resized,0,Not_Fall,120,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_121_resized_rule_features.csv,120,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_122_resized,0,Not_Fall,120,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_122_resized_rule_features.csv,120,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_131_resized,0,Not_Fall,91,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_131_resized_rule_features.csv,91,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_134_resized,0,Not_Fall,91,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_134_resized_rule_features.csv,91,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_142,0,Not_Fall,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_142_rule_features.csv,90,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_154,0,Not_Fall,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_154_rule_features.csv,90,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_156,0,Not_Fall,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_156_rule_features.csv,90,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_157,0,Not_Fall,360,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_157_rule_features.csv,360,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_166_resized,0,Not_Fall,48,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_166_resized_rule_features.csv,48,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_177,0,Not_Fall,48,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_177_rule_features.csv,48,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_180_resized,0,Not_Fall,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_180_resized_rule_features.csv,90,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_181_resized,0,Not_Fall,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_181_resized_rule_features.csv,90,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_186_resized,0,Not_Fall,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_186_resized_rule_features.csv,90,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_187_resized,0,Not_Fall,90,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_187_resized_rule_features.csv,90,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_192_resized,0,Not_Fall,96,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_192_resized_rule_features.csv,96,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_198_resized,0,Not_Fall,60,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_198_resized_rule_features.csv,60,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_204_resized,0,Not_Fall,60,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_204_resized_rule_features.csv,60,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_249,0,Not_Fall,120,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_249_rule_features.csv,120,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_26,0,Not_Fall,60,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_26_rule_features.csv,60,test
