file_name,old_path,new_path,status,use_existing_3d_recommended,old_rows,new_rows,old_unique_frames,new_unique_frames,common_frames,old_frames_missing_in_new,new_frames_extra_vs_old,old_to_new_frame_coverage,new_to_old_frame_coverage,mean_abs_xy_error,median_abs_xy_error,p95_abs_xy_error,max_abs_xy_error,old_duplicate_frames,new_duplicate_frames,mean_confidence,min_confidence,max_confidence,missing_joint_ratio,low_conf_01_ratio,low_conf_02_ratio,low_conf_03_ratio,low_conf_05_ratio,mean_bbox_conf,min_bbox_conf,bbox_aspect_std,bbox_area_mean,error
Fall_f_raw_b_1_B_D_0011.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0011.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0011.csv,OK,True,60,60,60,60,60,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.7306944727897644,0.00029233586974442005,0.9985361099243164,0.17450980392156862,0.09411764705882353,0.13137254901960785,0.17450980392156862,0.2647058823529412,0.8656452298164368,0.26200684905052185,0.25586801767349243,190907.265625,
Fall_f_raw_b_1_B_D_0012.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0012.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0012.csv,OK,True,60,60,60,60,60,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.7306944727897644,0.00029233586974442005,0.9985361099243164,0.17450980392156862,0.09411764705882353,0.13137254901960785,0.17450980392156862,0.2647058823529412,0.8656452298164368,0.26200684905052185,0.25586801767349243,190907.265625,
Fall_f_raw_b_1_B_D_0013.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0013.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0013.csv,OK,True,120,120,120,120,120,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.8064852952957153,0.00022787158377468586,0.999650239944458,0.12745098039215685,0.08529411764705883,0.11176470588235295,0.12745098039215685,0.17941176470588235,0.908157467842102,0.7875379920005798,0.09764934331178665,161645.265625,
Fall_f_raw_b_1_B_D_0014.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0014.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0014.csv,OK,True,360,360,360,360,360,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.7528334856033325,0.0005129497731104493,0.9996559619903564,0.14493464052287583,0.08529411764705883,0.11535947712418301,0.14493464052287583,0.21405228758169934,0.8985182642936707,0.5605319738388062,0.37328851222991943,209675.5625,
Fall_f_raw_b_1_B_D_0015.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0015.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0015.csv,OK,True,240,240,240,240,240,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.7496320009231567,0.00039111904334276915,0.9997555613517761,0.1786764705882353,0.10220588235294117,0.14534313725490197,0.1786764705882353,0.2338235294117647,0.9119510650634766,0.8095237612724304,0.1508094221353531,198042.21875,
Fall_f_raw_b_1_B_D_0016.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0016.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0016.csv,OK,True,360,360,360,360,360,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.7849318385124207,0.00046273789484985173,0.9997207522392273,0.13709150326797387,0.07630718954248367,0.10784313725490197,0.13709150326797387,0.18872549019607843,0.9145087599754333,0.8013952374458313,0.21540343761444092,215243.203125,
Fall_f_raw_b_1_B_D_0017.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0017.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0017.csv,OK,True,360,360,360,360,360,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.7765585780143738,0.00018569454550743103,0.9997405409812927,0.13333333333333333,0.06797385620915032,0.09362745098039216,0.13333333333333333,0.19738562091503267,0.8925201296806335,0.2689912021160126,0.3515492379665375,205585.859375,
Fall_f_raw_b_1_B_D_0018.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0018.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0018.csv,OK,True,360,360,360,360,360,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.7765585780143738,0.00018569454550743103,0.9997405409812927,0.13333333333333333,0.06797385620915032,0.09362745098039216,0.13333333333333333,0.19738562091503267,0.8925201296806335,0.2689912021160126,0.3515492379665375,205585.859375,
Fall_f_raw_b_1_B_D_0019.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0019.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0019.csv,OK,True,90,90,90,90,90,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.792034387588501,0.00020166204194538295,0.9994267225265503,0.13725490196078433,0.07450980392156863,0.11895424836601307,0.13725490196078433,0.169281045751634,0.9161346554756165,0.8162708282470703,0.38528212904930115,173305.90625,
Fall_f_raw_b_1_B_D_0020.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0020.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0020.csv,OK,True,90,90,90,90,90,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.792034387588501,0.00020166204194538295,0.9994267225265503,0.13725490196078433,0.07450980392156863,0.11895424836601307,0.13725490196078433,0.169281045751634,0.9161346554756165,0.8162708282470703,0.38528212904930115,173305.90625,
Fall_f_raw_b_1_B_D_0021.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0021.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0021.csv,OK,True,240,240,240,240,240,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.833821713924408,0.011036421172320843,0.9991783499717712,0.06102941176470588,0.011274509803921568,0.037745098039215684,0.06102941176470588,0.11985294117647059,0.9040201306343079,0.6016075015068054,0.41297176480293274,328268.8125,
Fall_f_raw_b_1_B_D_0022.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0022.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0022.csv,OK,True,240,240,240,240,240,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.8769944310188293,0.01215613353997469,0.99928879737854,0.03455882352941177,0.011029411764705883,0.024019607843137256,0.03455882352941177,0.06299019607843137,0.9089887142181396,0.785098671913147,0.3802686035633087,328272.1875,
Fall_f_raw_b_1_B_D_0023.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0023.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0023.csv,OK,True,360,360,360,360,360,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.8080471754074097,0.01763559691607952,0.999711811542511,0.05669934640522876,0.023202614379084968,0.03627450980392157,0.05669934640522876,0.11683006535947713,0.9016018509864807,0.8689353466033936,0.9255906939506531,411161.0625,
Fall_f_raw_b_1_B_D_0024.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0024.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0024.csv,OK,True,120,120,120,120,120,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.7722147703170776,0.019191185012459755,0.996235191822052,0.07598039215686274,0.02696078431372549,0.047058823529411764,0.07598039215686274,0.1480392156862745,0.8977821469306946,0.8629031777381897,0.5057210922241211,431685.28125,
Fall_f_raw_b_1_B_D_0025.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0025.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0025.csv,OK,True,240,240,240,240,240,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.8086133003234863,0.04795720800757408,0.999494194984436,0.08897058823529412,0.024509803921568627,0.06470588235294118,0.08897058823529412,0.13799019607843138,0.914037823677063,0.8300711512565613,0.6135501861572266,365662.1875,
Fall_f_raw_b_1_B_D_0026.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0026.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0026.csv,OK,True,240,240,240,240,240,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.8086133003234863,0.04795720800757408,0.999494194984436,0.08897058823529412,0.024509803921568627,0.06470588235294118,0.08897058823529412,0.13799019607843138,0.914037823677063,0.8300711512565613,0.6135501861572266,365662.1875,
Fall_f_raw_b_1_B_D_0027.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0027.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0027.csv,OK,True,360,360,360,360,360,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.8217326402664185,0.02763102389872074,0.9992523789405823,0.054411764705882354,0.013888888888888888,0.03562091503267974,0.054411764705882354,0.10473856209150327,0.8685406446456909,0.7620106339454651,1.1831873655319214,289663.28125,
Fall_f_raw_b_1_B_D_0028.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0028.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0028.csv,OK,True,360,360,360,360,360,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.7888214588165283,0.03321447968482971,0.9992913007736206,0.061764705882352944,0.011437908496732025,0.03954248366013072,0.061764705882352944,0.12124183006535948,0.9000511169433594,0.829807698726654,0.8663168549537659,375218.96875,
Fall_f_raw_b_1_B_D_0029.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0029.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0029.csv,OK,True,60,60,60,60,60,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.8229717016220093,0.0441180057823658,0.9996089339256287,0.08235294117647059,0.0196078431372549,0.06372549019607843,0.08235294117647059,0.11862745098039215,0.8889557123184204,0.6785585284233093,0.6842553019523621,270944.21875,
Fall_f_raw_b_1_B_D_0030.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0030.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0030.csv,OK,True,60,60,60,60,60,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.8222530484199524,0.04087955877184868,0.9995607733726501,0.07352941176470588,0.0196078431372549,0.05392156862745098,0.07352941176470588,0.1323529411764706,0.9031304121017456,0.8408231735229492,0.6975193619728088,420851.5625,
Fall_f_raw_b_1_B_D_0031.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0031.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0031.csv,OK,True,90,90,90,90,90,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.7959616184234619,0.03323035314679146,0.9991908669471741,0.07581699346405228,0.022222222222222223,0.0542483660130719,0.07581699346405228,0.13725490196078433,0.8773447871208191,0.7741254568099976,1.3896634578704834,241412.828125,
Fall_f_raw_b_1_B_D_0032.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0032.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0032.csv,OK,True,90,90,90,90,90,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.7975190877914429,0.001576196402311325,0.9994631409645081,0.10588235294117647,0.054901960784313725,0.07712418300653595,0.10588235294117647,0.16601307189542483,0.9216539263725281,0.8657159805297852,0.43842506408691406,235458.0,
Fall_f_raw_b_1_B_D_0033.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0033.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0033.csv,OK,True,90,90,90,90,90,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.7975190877914429,0.001576196402311325,0.9994631409645081,0.10588235294117647,0.054901960784313725,0.07712418300653595,0.10588235294117647,0.16601307189542483,0.9216539263725281,0.8657159805297852,0.43842506408691406,235458.0,
Fall_f_raw_b_1_B_D_0034.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0034.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0034.csv,OK,True,60,60,60,60,60,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.7471479773521423,0.04954615980386734,0.9990864992141724,0.12156862745098039,0.03529411764705882,0.08333333333333333,0.12156862745098039,0.19705882352941176,0.8843934535980225,0.48641324043273926,0.5354580879211426,320768.5625,
Fall_f_raw_b_1_B_D_0035.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0035.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0035.csv,OK,True,120,120,120,120,120,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.8232236504554749,0.0003860437136609107,0.999345600605011,0.1053921568627451,0.041176470588235294,0.07598039215686274,0.1053921568627451,0.15343137254901962,0.9193580746650696,0.8267585635185242,0.3078603148460388,215618.171875,
Fall_f_raw_b_1_B_D_0036.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0036.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0036.csv,OK,True,90,90,90,90,90,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.7671788930892944,0.05423308163881302,0.997376561164856,0.08431372549019608,0.0032679738562091504,0.015032679738562092,0.08431372549019608,0.16862745098039217,0.9079775214195251,0.885094404220581,0.3594065308570862,543088.1875,
Fall_f_raw_b_1_B_D_0037.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0037.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0037.csv,OK,True,90,90,90,90,90,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.794428825378418,0.00029064647969789803,0.9990837574005127,0.12549019607843137,0.06143790849673202,0.08954248366013072,0.12549019607843137,0.1758169934640523,0.9129337668418884,0.8321218490600586,0.41528254747390747,192035.09375,
Fall_f_raw_b_1_B_D_0038.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0038.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0038.csv,OK,True,90,90,90,90,90,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.7744593620300293,0.02330465242266655,0.9989901185035706,0.08431372549019608,0.026143790849673203,0.046405228758169936,0.08431372549019608,0.15555555555555556,0.8953906297683716,0.589557409286499,0.42287254333496094,295472.8125,
Fall_f_raw_b_1_B_D_0039.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0039.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0039.csv,OK,True,120,120,120,120,120,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.7891073822975159,0.009258647449314594,0.9987183809280396,0.09264705882352942,0.050980392156862744,0.07205882352941176,0.09264705882352942,0.15098039215686274,0.9085759520530701,0.8079192638397217,0.4466650187969208,220215.703125,
Fall_f_raw_b_1_B_D_0040.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0040.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0040.csv,OK,True,120,120,120,120,120,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.810463011264801,0.021041590720415115,0.9993675351142883,0.06911764705882353,0.02303921568627451,0.052941176470588235,0.06911764705882353,0.12990196078431374,0.8907802700996399,0.7410209774971008,1.281806230545044,296191.21875,
Fall_f_raw_b_1_B_D_0041.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0041.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0041.csv,OK,True,120,120,120,120,120,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.8111323118209839,0.002234215848147869,0.9996395111083984,0.10147058823529412,0.03627450980392157,0.07794117647058824,0.10147058823529412,0.1480392156862745,0.9046966433525085,0.7411921620368958,0.45494601130485535,148900.5625,
Fall_f_raw_b_1_B_D_0042.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0042.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0042.csv,OK,True,90,90,90,90,90,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.7367224097251892,0.00027114374097436666,0.9998050332069397,0.17516339869281045,0.11764705882352941,0.14705882352941177,0.17516339869281045,0.25620915032679736,0.9106292724609375,0.7822664976119995,0.46900397539138794,159131.25,
Fall_f_raw_b_1_B_D_0043.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\2_extracted_2d\Fall_f_raw_b_1_B_D_0043.csv,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\data\5_extracted_2d_confidence\Fall_f_raw_b_1_B_D_0043.csv,OK,True,90,90,90,90,90,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.7325375080108643,6.775616202503443e-05,0.999062716960907,0.18758169934640523,0.12091503267973856,0.1542483660130719,0.18758169934640523,0.2496732026143791,0.9218284487724304,0.8705549836158752,0.410432368516922,155041.25,
