video_id,label,label_name,num_sequences,num_original_frames_mean,num_padded_sequences,num_all_zero_sequences,split
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_14,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_166,0,Not_Fall,3,150.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_173,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_174,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_190_resized,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_191_resized,0,Not_Fall,3,150.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_204,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_207_resized,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_208_resized,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_211,0,Not_Fall,1,30.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_212,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_221,0,Not_Fall,1,26.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_228,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_230,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_30_resized,0,Not_Fall,2,121.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_42,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_47,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_64,0,Not_Fall,1,30.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_67,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_78,0,Not_Fall,1,30.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_85,0,Not_Fall,6,240.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_86,0,Not_Fall,6,240.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_89,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_2_C_M_90,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_01,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_02,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_06,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_07,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_109_resized,0,Not_Fall,5,210.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_112,0,Not_Fall,8,300.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_113_resized,0,Not_Fall,4,180.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_12,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_121_resized,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_122_resized,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_131_resized,0,Not_Fall,1,91.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_134_resized,0,Not_Fall,1,91.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_142,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_154,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_156,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_157,0,Not_Fall,10,360.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_166_resized,0,Not_Fall,1,48.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_177,0,Not_Fall,1,48.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_180_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_181_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_186_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_187_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_192_resized,0,Not_Fall,1,96.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_198_resized,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_204_resized,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_249,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_26,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_281_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_283_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_287_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_291_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_297_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_304_resized,0,Not_Fall,6,240.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_306_resized,0,Not_Fall,6,240.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_315_resized,0,Not_Fall,1,89.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_346_resized,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_347,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_350,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_355_resized,0,Not_Fall,2,121.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_362_resized,0,Not_Fall,3,144.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_373_resized,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_376_resized,0,Not_Fall,4,168.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_379_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_38,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_383_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_390_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_394_resized,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_396_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_404,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_405,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_410,0,Not_Fall,3,150.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_414,0,Not_Fall,3,146.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_423,0,Not_Fall,2,116.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_424,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_443_resized,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_463_resized,0,Not_Fall,1,30.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_467_resized,0,Not_Fall,1,30.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_473_resized,0,Not_Fall,1,30.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_49,0,Not_Fall,1,96.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_493_resized,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_495_resized,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_504,0,Not_Fall,1,30.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_508_resized,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_514,0,Not_Fall,1,30.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_518_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_519,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_52,0,Not_Fall,1,96.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_520,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_522,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_528_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_537_resized,0,Not_Fall,3,150.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_549,0,Not_Fall,3,150.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_552_resized,0,Not_Fall,4,181.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_59,0,Not_Fall,1,96.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_88_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_97_resized,0,Not_Fall,4,168.0,0,0,test
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_98_resized,0,Not_Fall,4,168.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_01,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_10,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_102,0,Not_Fall,6,241.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_103,0,Not_Fall,8,301.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_104,0,Not_Fall,6,241.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_19,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_20,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_23,0,Not_Fall,1,59.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_36,0,Not_Fall,2,105.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_40,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_44,0,Not_Fall,1,96.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_48_resized,0,Not_Fall,1,24.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_49_resized,0,Not_Fall,1,24.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_52_resized,0,Not_Fall,1,24.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_56_resized,0,Not_Fall,1,24.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_60,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_63_resized,0,Not_Fall,1,48.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_66_resized,0,Not_Fall,1,48.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_70_resized,0,Not_Fall,2,124.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_93,0,Not_Fall,14,480.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_95,0,Not_Fall,8,300.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_2_B_N_99,0,Not_Fall,3,150.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_03,0,Not_Fall,3,150.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_104,0,Not_Fall,8,301.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_114,0,Not_Fall,4,180.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_115,0,Not_Fall,4,180.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_117,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_119,0,Not_Fall,3,150.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_122,0,Not_Fall,3,149.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_135_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_149,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_154,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_160,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_166,0,Not_Fall,3,150.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_167_resized,0,Not_Fall,3,150.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_170,0,Not_Fall,6,241.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_171,0,Not_Fall,6,241.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_182,0,Not_Fall,6,240.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_184_resized,0,Not_Fall,3,150.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_196,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_20_resized,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_210,0,Not_Fall,2,119.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_212_resized,0,Not_Fall,10,360.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_214,0,Not_Fall,3,150.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_22_resized,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_28_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_32_resized,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_40,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_43_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_46,0,Not_Fall,3,150.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_50,0,Not_Fall,4,180.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_55,0,Not_Fall,3,150.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_69,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_71,0,Not_Fall,1,30.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_81,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_83,0,Not_Fall,1,30.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_3_B_M_98,0,Not_Fall,4,180.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0006_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0007_resized,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0008_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0028,0,Not_Fall,14,480.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0032,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0038,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0060,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0061,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0064,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0093_resized,0,Not_Fall,1,47.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0101,0,Not_Fall,4,180.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0108,0,Not_Fall,4,180.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0112,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0160,0,Not_Fall,4,180.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0166,0,Not_Fall,4,180.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0171,0,Not_Fall,8,300.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0181,0,Not_Fall,1,45.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0182,0,Not_Fall,1,45.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0190,0,Not_Fall,1,41.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0199,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0212,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0217,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0219,0,Not_Fall,2,115.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0237,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0241,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0246,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0251,0,Not_Fall,18,600.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0255,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0256,0,Not_Fall,3,150.0,0,0,test
Not_Fall_Not_Fall_Sleep_nf_raw_b_4_B_D_0258,0,Not_Fall,4,180.0,0,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_01,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_04,0,Not_Fall,6,240.0,0,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_100_resized,0,Not_Fall,2,118.0,0,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_108_resized,0,Not_Fall,4,178.0,0,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_114_resized,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_122_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_125_resized,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_134_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_135_resized,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_14,0,Not_Fall,1,30.0,1,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_15,0,Not_Fall,1,30.0,1,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_155,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_160,0,Not_Fall,1,30.0,1,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_173,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_175_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_18,0,Not_Fall,1,60.0,1,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_186,0,Not_Fall,1,24.0,1,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_188,0,Not_Fall,1,24.0,1,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_193,0,Not_Fall,1,24.0,1,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_196_resized,0,Not_Fall,1,90.0,1,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_197_resized,0,Not_Fall,2,120.0,0,0,test
Not_Fall_Not_Fall_Stand_nf_raw_s_3_S_N_205_resized,0,Not_Fall,2,120.0,0,0,test
