video_path,output_path,status,frames_total,frames_written,no_person_frames,multi_person_frames,elapsed_sec,error,dataset,video_id,expected_frame_count,expected_fps,expected_width,expected_height
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (29).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_29_2d_confidence.csv,success,328,328,0,0,4.980454683303833,,Le2i,le2i__Coffee_room_01_Videos_video_29,328,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (3).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_3_2d_confidence.csv,success,304,304,5,0,4.095357894897461,,Le2i,le2i__Coffee_room_01_Videos_video_3,304,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (30).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_30_2d_confidence.csv,success,145,145,0,0,1.9221949577331543,,Le2i,le2i__Coffee_room_01_Videos_video_30,145,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (31).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_31_2d_confidence.csv,success,265,265,0,0,3.603088855743408,,Le2i,le2i__Coffee_room_01_Videos_video_31,265,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (32).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_32_2d_confidence.csv,success,305,305,0,0,4.250638961791992,,Le2i,le2i__Coffee_room_01_Videos_video_32,305,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (33).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_33_2d_confidence.csv,success,227,227,0,1,3.265913248062134,,Le2i,le2i__Coffee_room_01_Videos_video_33,227,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (34).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_34_2d_confidence.csv,success,415,415,0,0,6.420066595077515,,Le2i,le2i__Coffee_room_01_Videos_video_34,415,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (35).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_35_2d_confidence.csv,success,231,231,0,0,3.4925734996795654,,Le2i,le2i__Coffee_room_01_Videos_video_35,231,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (36).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_36_2d_confidence.csv,success,1203,1203,0,0,18.40469741821289,,Le2i,le2i__Coffee_room_01_Videos_video_36,1203,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (37).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_37_2d_confidence.csv,success,206,206,0,0,3.017508029937744,,Le2i,le2i__Coffee_room_01_Videos_video_37,206,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (38).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_38_2d_confidence.csv,success,352,352,0,2,5.312129259109497,,Le2i,le2i__Coffee_room_01_Videos_video_38,352,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (39).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_39_2d_confidence.csv,success,157,157,0,0,2.319697856903076,,Le2i,le2i__Coffee_room_01_Videos_video_39,157,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (4).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_4_2d_confidence.csv,success,207,207,3,32,3.0956249237060547,,Le2i,le2i__Coffee_room_01_Videos_video_4,207,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (40).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_40_2d_confidence.csv,success,350,350,0,0,5.550400733947754,,Le2i,le2i__Coffee_room_01_Videos_video_40,350,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (41).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_41_2d_confidence.csv,success,382,382,0,0,6.346267461776733,,Le2i,le2i__Coffee_room_01_Videos_video_41,382,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (42).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_42_2d_confidence.csv,success,159,159,0,0,2.728512763977051,,Le2i,le2i__Coffee_room_01_Videos_video_42,159,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (43).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_43_2d_confidence.csv,success,718,718,0,0,12.018885850906372,,Le2i,le2i__Coffee_room_01_Videos_video_43,718,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (44).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_44_2d_confidence.csv,success,133,133,0,0,1.993351936340332,,Le2i,le2i__Coffee_room_01_Videos_video_44,133,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (45).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_45_2d_confidence.csv,success,215,215,0,0,3.446298360824585,,Le2i,le2i__Coffee_room_01_Videos_video_45,215,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (46).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_46_2d_confidence.csv,success,292,292,22,0,4.738767862319946,,Le2i,le2i__Coffee_room_01_Videos_video_46,292,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (47).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_47_2d_confidence.csv,success,729,729,3,0,10.645744323730469,,Le2i,le2i__Coffee_room_01_Videos_video_47,729,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (48).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_48_2d_confidence.csv,success,779,779,0,0,12.377442598342896,,Le2i,le2i__Coffee_room_01_Videos_video_48,779,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (5).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_5_2d_confidence.csv,success,181,181,0,2,2.887338638305664,,Le2i,le2i__Coffee_room_01_Videos_video_5,181,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (6).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_6_2d_confidence.csv,success,239,239,2,0,4.1494481563568115,,Le2i,le2i__Coffee_room_01_Videos_video_6,239,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (7).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_7_2d_confidence.csv,success,174,174,0,4,2.8819739818573,,Le2i,le2i__Coffee_room_01_Videos_video_7,174,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (8).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_8_2d_confidence.csv,success,258,258,8,5,4.91430139541626,,Le2i,le2i__Coffee_room_01_Videos_video_8,258,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (9).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_01_Videos_video_9_2d_confidence.csv,success,206,206,0,0,3.874478816986084,,Le2i,le2i__Coffee_room_01_Videos_video_9,206,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (49).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_49_2d_confidence.csv,success,492,492,0,1,9.209727048873901,,Le2i,le2i__Coffee_room_02_Videos_video_49,492,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (50).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_50_2d_confidence.csv,success,1954,1954,0,0,28.432143449783325,,Le2i,le2i__Coffee_room_02_Videos_video_50,1954,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (51).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_51_2d_confidence.csv,success,203,203,11,0,2.734199047088623,,Le2i,le2i__Coffee_room_02_Videos_video_51,203,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (52).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_52_2d_confidence.csv,success,215,215,0,0,2.858731508255005,,Le2i,le2i__Coffee_room_02_Videos_video_52,215,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (53).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_53_2d_confidence.csv,success,383,383,25,0,5.129709005355835,,Le2i,le2i__Coffee_room_02_Videos_video_53,383,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (54).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_54_2d_confidence.csv,success,251,251,92,0,3.3296544551849365,,Le2i,le2i__Coffee_room_02_Videos_video_54,251,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (55).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_55_2d_confidence.csv,success,323,323,0,0,4.344244003295898,,Le2i,le2i__Coffee_room_02_Videos_video_55,323,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (56).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_56_2d_confidence.csv,success,431,431,0,0,5.759816646575928,,Le2i,le2i__Coffee_room_02_Videos_video_56,431,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (57).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_57_2d_confidence.csv,success,563,563,0,1,7.538443088531494,,Le2i,le2i__Coffee_room_02_Videos_video_57,563,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (58).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_58_2d_confidence.csv,success,311,311,0,1,4.229867458343506,,Le2i,le2i__Coffee_room_02_Videos_video_58,311,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (59).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_59_2d_confidence.csv,success,251,251,0,0,3.4333367347717285,,Le2i,le2i__Coffee_room_02_Videos_video_59,251,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (60).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_60_2d_confidence.csv,success,275,275,0,0,3.6501638889312744,,Le2i,le2i__Coffee_room_02_Videos_video_60,275,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (61).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_61_2d_confidence.csv,success,1314,1314,19,0,17.539798974990845,,Le2i,le2i__Coffee_room_02_Videos_video_61,1314,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (62).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_62_2d_confidence.csv,success,282,282,0,0,3.9117391109466553,,Le2i,le2i__Coffee_room_02_Videos_video_62,282,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (63).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_63_2d_confidence.csv,success,596,596,0,0,8.278035402297974,,Le2i,le2i__Coffee_room_02_Videos_video_63,596,25.0,320,240
